Device,Trip,dTime
10132,912,4822
10146,803,4822
10586,546,4822
10140,1052,4822
10153,1703,4822
13109,4438,4822
10146,2295,4822
10146,3248,4822
10159,6999,4822
10205,1291,4823
10575,1627,4823
10125,779,4823
10133,2145,4823
10159,6248,4823
10176,3703,4823
10132,636,4824
13101,2726,4824
10205,1620,4824
10224,1784,4824
10176,5942,4824
10132,51,4825
10510,605,4825
10138,905,4825
13107,3219,4825
13107,3429,4825
10164,1019,4825
10142,869,4825
10155,1725,4825
13106,6141,4825
10153,2615,4825
13106,10501,4825
10165,397,4826
10158,1174,4826
10510,1211,4826
13109,7879,4826
10173,2118,4826
13101,13905,4826
13101,16082,4826
10594,8256,4826
10161,79,4827
13107,1306,4827
13101,2554,4827
10568,202,4827
10118,1211,4827
17102,1596,4827
13106,4099,4827
10146,1796,4827
10224,733,4827
10139,3031,4827
10159,6583,4827
13101,12928,4827
10224,2715,4827
10224,5424,4827
10139,215,4828
10597,341,4828
10570,795,4828
10121,1035,4828
10153,1145,4828
13109,3250,4828
10118,1958,4828
10597,1159,4828
10125,1304,4828
10176,2306,4828
10159,6009,4828
10177,18396,4828
10132,514,4829
13109,1948,4829
10132,1645,4829
10162,1385,4829
10148,1634,4829
10140,1636,4829
10176,1763,4829
13109,5122,4829
10153,2834,4829
10190,1651,4829
10139,2575,4829
10106,5662,4829
13101,14766,4829
13108,10704,4829
10502,2909,4829
10224,4874,4829
10594,9999,4829
10136,306,4830
10158,259,4830
10120,919,4830
10615,194,4830
10136,1020,4830
10118,1630,4830
10146,1584,4830
10176,1316,4830
10224,55,4830
10162,1934,4830
10153,3044,4830
13103,8867,4830
10190,2115,4830
13107,645,4831
10158,193,4831
10125,332,4831
13106,2339,4831
10544,502,4831
13101,5537,4831
10139,2282,4831
10158,2435,4831
13109,11585,4831
10615,7942,4831
10177,1612,4832
10571,443,4832
13106,4051,4832
10158,1149,4832
13103,7946,4832
10611,2469,4832
13105,9731,4832
13109,12113,4832
10224,3922,4832
10132,6738,4832
10132,6969,4832
10502,3354,4832
10120,100,4833
10155,92,4833
10165,487,4833
10137,1287,4833
10582,1722,4833
10158,776,4833
10125,849,4833
10587,1337,4833
10139,2238,4833
10146,3059,4833
10224,1243,4833
10138,3101,4833
10159,13792,4833
10205,145,4834
10155,100,4834
10154,468,4834
10125,857,4834
10158,1177,4834
13101,7170,4834
10153,2666,4834
13103,8080,4834
10574,1462,4834
10125,2190,4834
502,692,4834
10176,4692,4834
10150,291,4835
10165,823,4835
10510,886,4835
13106,3537,4835
10137,2599,4835
10133,1985,4835
10125,1380,4835
13107,6632,4835
10224,2351,4835
10580,2506,4835
10129,3971,4835
10137,1975,4836
13110,5757,4836
10224,3324,4836
13108,1677,4837
10589,1194,4837
10139,1881,4837
10146,3244,4837
10139,3427,4837
10611,4226,4837
10159,8192,4837
10224,2633,4837
10176,5391,4837
13101,1055,4838
10596,43,4838
10146,883,4838
13107,7167,4838
13109,6865,4838
10568,1740,4838
10224,1700,4838
10222,1379,4838
10159,11311,4838
13105,404,4839
10129,888,4839
10164,1570,4839
10162,1888,4839
10162,2198,4839
10190,2983,4839
10176,5709,4839
10502,608,4840
13103,1755,4840
10571,249,4840
10153,967,4840
10153,1421,4840
13105,14684,4840
10129,4341,4840
10580,3371,4840
10132,35,4841
10150,816,4841
10139,1156,4841
10146,2170,4841
10153,2533,4841
13101,8146,4841
10557,2313,4841
13109,7256,4841
13110,11158,4841
10106,4910,4841
10137,4949,4841
13101,14142,4841
10159,12319,4841
10205,1398,4842
13101,3734,4842
10138,1226,4842
10153,2687,4842
13101,9970,4842
13101,12022,4842
10132,3718,4842
13110,14835,4842
10176,4930,4842
10597,78,4843
13105,2648,4843
10158,476,4843
10605,3035,4843
10615,8677,4843
552,898,4843
10594,8860,4843
17102,482,4844
13109,1662,4844
10153,1341,4844
13101,5522,4844
10140,1423,4844
13107,6438,4844
13106,9684,4844
10173,2341,4844
10176,3690,4844
10146,310,4845
10569,1026,4845
13109,4996,4845
10134,1287,4845
10150,3918,4845
13101,15194,4845
10106,315,4846
10190,703,4846
13107,3175,4846
10118,1966,4846
10106,3656,4846
10137,3945,4846
10177,33,4847
13109,2374,4847
10148,1063,4847
13109,3084,4847
13105,5966,4847
10164,1665,4847
10136,2988,4847
10159,12396,4847
10139,7044,4847
10132,6837,4847
13103,950,4848
13107,1021,4848
10106,378,4848
10137,1093,4848
10557,689,4848
10146,1990,4848
10136,1946,4848
13105,10091,4848
10224,1772,4848
10150,3264,4848
10106,500,4849
10150,804,4849
10150,924,4849
10162,773,4849
10510,1160,4849
10571,871,4849
10140,1619,4849
10146,2715,4849
13108,5989,4849
10557,2884,4849
10580,2233,4849
10176,5435,4849
10147,124,4850
10137,1420,4850
10132,1338,4850
10224,1839,4850
13101,12873,4850
10155,170,4851
10162,112,4851
13106,2849,4851
10594,768,4851
13109,3605,4851
10510,1250,4851
10153,2435,4851
10222,350,4851
10134,1312,4851
10133,2071,4851
10510,2750,4851
13101,145,4852
10146,431,4852
10585,168,4852
10150,697,4852
10164,717,4852
10139,1776,4852
10597,1243,4852
10139,1822,4852
13101,8394,4852
10159,7403,4852
10173,2449,4852
10129,3681,4852
10129,4273,4852
13101,135,4853
10137,121,4853
10150,978,4853
10165,798,4853
13101,4011,4853
13107,3620,4853
10190,1547,4853
10153,3009,4853
13110,13012,4853
10594,3553,4853
13103,1599,4854
10147,122,4854
10161,244,4854
10150,1046,4854
17102,1852,4854
552,329,4854
10222,295,4854
13109,4846,4854
10153,2609,4854
13101,10448,4854
10137,4746,4854
10150,4159,4854
10153,265,4855
10150,866,4855
10158,885,4855
10147,734,4855
10595,1542,4855
10148,1856,4855
10146,2552,4855
10106,2853,4855
10139,2598,4855
10571,1953,4855
10146,3100,4855
13101,9365,4855
10224,1868,4855
10224,1893,4855
10502,1964,4855
10129,5095,4855
13103,2572,4856
10148,757,4856
10147,532,4856
10135,1318,4856
10155,1379,4856
10158,992,4856
10596,1603,4856
10159,3172,4856
10164,1793,4856
10159,6017,4856
13103,14121,4856
10139,4806,4856
13109,526,4857
13106,5228,4857
10190,2375,4857
10150,3544,4857
10159,7956,4857
10118,1516,4858
13106,3650,4858
10146,1350,4858
10224,403,4858
10129,2294,4858
13109,9771,4858
13109,45,4859
10178,382,4859
10133,591,4859
10205,1551,4859
13109,2411,4859
10106,1342,4859
10579,1474,4859
10139,3331,4859
13101,11906,4859
10125,2057,4859
10159,13562,4859
10139,38,4860
13103,2069,4860
13107,1524,4860
10165,393,4860
10140,584,4860
10139,763,4860
13101,3148,4860
10597,804,4860
13109,3241,4860
10158,860,4860
10137,2007,4860
10138,1785,4860
10162,1561,4860
10129,1504,4860
10139,3984,4860
10134,118,4861
10147,189,4861
10615,308,4861
10589,900,4861
10589,1198,4861
10579,1512,4861
10585,1804,4861
10224,637,4861
13101,10153,4861
10510,2317,4861
10502,834,4862
13101,1956,4862
10575,1427,4862
10164,847,4862
10146,2048,4862
10159,3706,4862
10224,1130,4862
10139,2692,4862
10129,2569,4862
10137,4747,4862
10615,8576,4862
10568,2313,4862
10502,3199,4862
10159,14413,4862
10135,376,4863
10155,1766,4863
13107,4327,4863
10135,83,4864
10584,262,4864
10161,1392,4864
13109,4220,4864
13110,7076,4864
13101,11981,4864
13101,15843,4864
10132,4383,4864
10177,19641,4864
10132,453,4865
10134,249,4865
10118,1219,4865
17101,1710,4865
17101,1880,4865
10139,1631,4865
10146,2108,4865
10153,2728,4865
10150,2953,4865
13105,16489,4865
10224,5190,4865
10155,67,4866
10164,787,4866
10106,1630,4866
10190,2051,4866
10224,2107,4866
10137,4985,4866
10150,4080,4866
10176,3535,4866
10615,9296,4866
10129,4238,4866
10205,646,4867
13107,741,4867
10148,413,4867
10150,621,4867
10155,1527,4867
10587,1376,4867
10162,1671,4867
10139,3637,4867
10173,2782,4867
10150,5278,4867
10159,13210,4867
10118,39,4868
13103,484,4868
10205,1172,4868
10142,413,4868
10158,797,4868
10177,2464,4868
13105,5270,4868
10146,2136,4868
10137,4647,4868
13101,12508,4868
10132,3701,4868
10129,4104,4868
552,803,4868
10136,11,4869
13101,703,4869
10150,701,4869
10150,1122,4869
10154,612,4869
10137,3355,4869
10173,967,4869
13101,12085,4869
10115,600,4870
10579,263,4870
13110,4138,4870
13107,4305,4870
10190,1140,4870
10139,1858,4870
13101,7401,4870
10137,3880,4870
10106,5048,4870
10222,1845,4870
10139,7288,4870
13105,871,4871
10510,607,4871
10121,1186,4871
10615,1519,4871
10162,1173,4871
10106,4213,4871
10129,4086,4871
10122,77,4872
10161,402,4872
10146,1092,4872
13101,11432,4872
10224,3696,4872
10222,2822,4872
10148,453,4873
10190,261,4873
10133,1237,4873
10176,1243,4873
10136,1527,4873
10224,234,4873
13109,5116,4873
10139,2351,4873
13108,10293,4873
502,705,4873
10159,9385,4873
10224,3517,4873
10584,573,4874
10582,1507,4874
10165,1022,4874
10134,580,4874
10158,1399,4874
10153,3428,4874
10224,2653,4874
10224,2929,4874
10176,4698,4874
10205,1623,4875
10155,1014,4875
10176,817,4875
10155,1268,4875
10137,1704,4875
13105,4827,4875
10176,1836,4875
13101,9072,4875
10159,8104,4875
10150,4214,4875
10132,4284,4875
10155,1420,4876
10140,1291,4876
10125,1478,4876
13108,8097,4876
10176,3682,4876
10615,10759,4876
13101,684,4877
10510,460,4877
10125,536,4877
10597,753,4877
10568,881,4877
10571,1250,4877
10605,2642,4877
10136,1988,4877
10177,3631,4877
10224,1572,4877
13103,11709,4877
13107,12229,4877
10222,2676,4877
10162,827,4878
13109,5307,4878
10138,2663,4878
10176,3237,4878
10159,10962,4878
10224,5900,4878
10106,105,4879
10149,571,4879
10139,1481,4879
10106,3336,4879
13106,8277,4879
10158,2374,4879
10557,2239,4879
10137,4827,4879
13109,9070,4879
10176,3235,4879
10224,3867,4879
10502,3030,4879
13101,8529,4880
10139,2982,4880
10159,9258,4880
10159,9303,4880
10224,4981,4880
10129,5584,4880
10146,2020,4881
10133,2081,4881
13103,8989,4881
10158,2516,4881
13103,13807,4881
10224,2684,4881
10615,8387,4881
10205,1208,4882
10597,688,4882
10571,358,4882
10158,926,4882
10224,68,4882
10146,2522,4882
13101,10049,4882
10137,3946,4882
13108,10535,4882
10574,2049,4882
13103,664,4883
10139,65,4883
10150,267,4883
10135,1115,4883
10615,347,4883
10165,1183,4883
10176,1035,4883
10132,1248,4883
10158,1771,4883
13109,7029,4883
13108,7542,4883
10176,186,4884
13107,1748,4884
13105,2452,4884
10106,756,4884
10155,1006,4884
10153,996,4884
10136,1339,4884
10146,1928,4884
10502,1480,4884
10162,2201,4884
10176,2599,4884
10160,2881,4884
10139,3960,4884
10159,8904,4884
10176,2945,4884
10579,243,4885
10132,892,4885
10153,1918,4885
10224,282,4885
10158,1628,4885
10106,2754,4885
10158,2397,4885
13101,10795,4885
13109,7915,4885
10125,2164,4885
10600,284,4886
10135,1066,4886
13110,3300,4886
10181,530,4886
10177,2947,4886
10224,547,4886
10139,2158,4886
10153,2579,4886
10153,297,4887
10584,286,4887
13108,2065,4887
10575,1833,4887
10158,2418,4887
10159,6700,4887
13108,11132,4887
10150,4891,4887
10115,32,4888
10205,577,4888
10204,1060,4888
13107,2237,4888
10148,752,4888
13103,5715,4888
10224,342,4888
10137,2605,4888
10153,3510,4888
10190,2985,4888
10139,4122,4888
10159,8252,4888
10158,1182,4889
10136,2030,4889
10146,3245,4889
13110,10999,4889
13101,11798,4889
13101,13285,4889
10160,3512,4889
10204,508,4890
13110,50,4890
10204,729,4890
10605,266,4890
10133,672,4890
10150,988,4890
13106,3458,4890
13101,5519,4890
10176,1357,4890
13106,5311,4890
10158,1602,4890
10557,1588,4890
13109,5029,4890
10132,2751,4890
10150,3371,4890
10132,149,4891
10176,409,4891
10164,505,4891
10582,2625,4891
10190,1580,4891
10571,142,4892
10153,353,4892
10120,1108,4892
13103,3695,4892
10132,1680,4892
10222,633,4892
13106,8762,4892
10146,3556,4892
10177,6139,4892
10139,3748,4892
10177,6545,4892
10176,5035,4892
10158,1129,4893
10158,1527,4893
10148,2155,4893
13101,11059,4893
10159,6134,4893
10224,2271,4893
10155,746,4894
10205,1617,4894
10176,1881,4894
10190,1674,4894
10176,4105,4894
10139,7336,4894
13101,20,4895
13107,363,4895
13103,1329,4895
10153,841,4895
10125,761,4895
10130,1172,4895
13101,5085,4895
10150,1781,4895
10222,71,4895
13110,6313,4895
10106,2588,4895
10611,2406,4895
10150,3713,4895
552,591,4895
10137,1317,4896
10140,993,4896
10178,951,4896
13101,4904,4896
10597,1137,4896
10139,2176,4896
10146,3111,4896
10224,1631,4896
10224,2187,4896
13101,12308,4896
13101,173,4897
13101,1153,4897
10510,73,4897
10158,146,4897
10592,185,4897
10190,561,4897
10574,202,4897
10129,1341,4897
10574,941,4897
10164,1973,4897
13109,5536,4897
10224,1213,4897
10106,4086,4897
13107,351,4898
10615,472,4898
10125,606,4898
10159,1916,4898
13103,5368,4898
10158,1485,4898
10132,2395,4898
13109,6662,4898
13103,13969,4898
10162,74,4899
10585,54,4899
10154,804,4899
10580,807,4899
10136,1899,4899
551,660,4899
13101,2764,4900
13109,1786,4900
10135,1202,4900
10176,1526,4900
10571,1061,4900
10148,2130,4900
10224,2336,4900
10161,550,4901
13109,2150,4901
17101,1879,4901
10582,2443,4901
10176,1463,4901
10146,1931,4901
10510,1354,4901
10176,1642,4901
10133,2097,4901
10125,1289,4901
13101,8153,4901
10502,2105,4901
10224,4970,4901
10159,13599,4901
10140,103,4902
10165,187,4902
10154,224,4902
10137,819,4902
13101,3885,4902
10139,1614,4902
10173,416,4902
10153,3004,4902
10125,1672,4902
13103,14676,4902
10129,4744,4902
10594,9111,4902
10120,674,4903
10158,312,4903
10158,987,4903
10159,3491,4903
10605,3153,4903
10139,3055,4903
10224,2650,4903
10146,842,4904
10155,1446,4904
10146,1170,4904
10164,2174,4904
10150,4837,4904
10125,3105,4904
10118,1242,4905
10152,530,4905
10176,1012,4905
10571,468,4905
10132,1718,4905
10222,1120,4905
10150,4390,4905
10615,7635,4905
10129,4953,4905
10224,5171,4905
10132,582,4906
10116,911,4906
13105,2542,4906
10579,1145,4906
13107,4163,4906
10150,1755,4906
10162,1132,4906
10605,2525,4906
10153,3005,4906
10132,2623,4906
10125,1610,4906
13101,233,4907
13101,701,4907
10158,124,4907
10176,197,4907
10176,267,4907
10580,140,4907
10159,9046,4907
10139,4827,4907
10162,627,4908
10155,1176,4908
10582,2577,4908
10571,900,4908
10146,1989,4908
10146,2220,4908
10146,2253,4908
10162,1729,4908
10589,1901,4908
10139,4271,4908
10159,8479,4908
10615,10710,4908
10224,5320,4908
10121,935,4909
10162,629,4909
10165,1275,4909
10593,397,4909
10190,2114,4909
10224,1607,4909
10557,2728,4909
13109,11100,4909
10139,6582,4909
10132,516,4910
10158,501,4910
10597,622,4910
10153,1230,4910
13101,5045,4910
10615,1335,4910
10158,1553,4910
13101,13996,4910
13107,12619,4910
10177,20822,4910
10205,13,4911
13101,1235,4911
13106,2340,4911
10132,1316,4911
10188,922,4911
13101,7497,4911
10159,7343,4911
10159,8798,4911
10139,7075,4911
10222,3138,4911
10205,193,4912
10150,52,4912
10132,326,4912
10134,185,4912
10146,427,4912
10155,591,4912
13101,2925,4912
10158,1340,4912
10158,1644,4912
10132,2449,4912
10173,1040,4912
10155,346,4913
10164,198,4913
10584,141,4913
10154,472,4913
10597,401,4913
10150,1756,4913
10580,849,4913
10602,968,4913
10224,108,4913
13110,9010,4913
13101,12304,4913
13108,11020,4913
10150,4406,4913
13108,11206,4913
10150,5523,4913
10596,214,4914
10136,823,4914
10571,379,4914
13101,7916,4914
10162,2052,4914
13103,8808,4914
13101,13887,4914
10177,20102,4914
10162,176,4915
13110,3511,4915
10158,756,4915
10582,2390,4915
10106,2329,4915
10611,1832,4915
10224,1858,4915
10224,2102,4915
13101,14746,4915
10177,20352,4915
10582,1257,4916
10165,989,4916
10164,727,4916
13109,3534,4916
10137,1998,4916
10176,1833,4916
10158,1977,4916
10150,3373,4916
10159,6991,4916
13101,15983,4916
10177,17443,4916
13109,1090,4917
10568,916,4917
10153,2752,4917
10146,2997,4917
10502,2939,4917
10502,3010,4917
10106,618,4918
10162,638,4918
10190,1486,4918
10158,1858,4918
10176,2698,4918
10224,1729,4918
13109,7460,4918
13105,14492,4918
10132,4629,4918
10129,4537,4918
10132,7653,4918
10204,439,4919
10569,90,4919
10510,564,4919
13103,3678,4919
10150,1085,4919
10153,1530,4919
13109,5809,4919
10159,10954,4919
10569,1002,4920
10153,1197,4920
10620,161,4920
10146,1296,4920
10589,1084,4920
10122,1062,4920
10106,2068,4920
10224,972,4920
10153,3490,4920
13101,12437,4920
10150,4638,4920
10176,5151,4920
10134,229,4921
13101,3098,4921
10146,689,4921
10613,451,4921
10582,2554,4921
10135,1582,4921
10139,2441,4921
10222,1052,4921
13101,11385,4921
10137,4903,4921
10222,1363,4921
10159,11305,4921
10205,388,4922
13109,667,4922
10137,424,4922
10224,355,4922
10150,4880,4922
10615,11002,4922
10161,230,4923
13107,2415,4923
10222,452,4923
10159,6511,4923
10176,48,4924
10132,867,4924
10146,930,4924
10159,1594,4924
10106,1015,4924
10129,1898,4924
10150,3967,4924
13101,137,4925
10177,422,4925
13109,2178,4925
10613,423,4925
10176,1167,4925
10162,1135,4925
13106,8402,4925
10162,218,4926
10153,756,4926
15501,670,4926
10580,1010,4926
13106,5655,4926
10602,1370,4926
10158,1623,4926
13109,6290,4926
13101,13154,4926
13101,14625,4926
13101,919,4927
10125,256,4927
10135,814,4927
15501,796,4927
10177,2975,4927
10224,474,4927
10222,466,4927
13101,12528,4927
10129,2973,4927
10134,369,4928
13107,4035,4928
10574,950,4928
10106,2939,4928
10132,3127,4928
10204,192,4929
10129,455,4929
10132,738,4929
13106,3301,4929
13101,5049,4929
10575,1740,4929
10190,3556,4929
13101,2268,4930
13101,3870,4930
10571,444,4930
10582,2598,4930
10138,1860,4930
10162,1265,4930
10106,2344,4930
10162,1732,4930
10137,3063,4930
10224,926,4930
10158,2158,4930
10580,2151,4930
10177,8963,4930
10176,4323,4930
10158,275,4931
13101,2968,4931
10586,402,4931
10579,783,4931
10159,1820,4931
10106,2349,4931
10106,2716,4931
10162,1920,4931
10222,969,4931
10224,1937,4931
10224,5112,4931
10204,267,4932
10158,1596,4932
13101,9098,4932
10176,3073,4932
10150,5100,4932
10150,5456,4932
10132,7542,4932
13107,234,4933
10134,173,4933
10162,217,4933
10155,539,4933
10148,489,4933
10136,816,4933
10155,871,4933
10150,1702,4933
10158,1271,4933
10106,2595,4933
10106,3014,4933
10153,3430,4933
10158,2422,4933
10190,101,4934
10595,391,4934
10620,16,4934
13105,3885,4934
10146,1272,4934
10139,2024,4934
10137,2947,4934
10190,1748,4934
10164,2155,4934
10159,8360,4934
10176,4599,4934
13106,6396,4935
10158,2265,4935
10129,2650,4935
10159,14312,4935
10205,1505,4936
10158,519,4936
10574,803,4936
10150,3494,4936
10190,3059,4936
10139,4884,4936
10132,4520,4936
17102,1327,4937
10165,862,4937
10153,1736,4937
10173,278,4937
13101,10475,4937
13101,12552,4937
13101,14566,4937
10159,10337,4937
10224,3129,4937
10150,5506,4937
13101,4009,4938
10120,1304,4938
10158,1347,4938
10579,2279,4938
13106,9105,4938
10150,4490,4938
10129,4995,4938
10582,308,4939
13108,1647,4939
10502,2158,4939
10594,8201,4939
10594,9092,4939
10205,1668,4940
10132,1897,4940
10106,4278,4940
13103,14466,4940
13109,683,4941
10158,239,4941
10595,127,4941
10106,1083,4941
10148,1119,4941
552,263,4941
10579,1336,4941
13110,5219,4941
10153,2929,4941
10148,2324,4941
13107,6589,4941
10176,4286,4941
10224,5382,4941
10118,87,4942
10568,861,4942
10153,2291,4942
10161,2136,4942
10224,4946,4942
10595,5960,4942
10137,36,4943
10142,199,4943
10165,824,4943
10142,716,4943
10164,1049,4943
10597,1125,4943
10134,863,4943
10161,1996,4943
13103,8939,4943
13101,1326,4944
10176,80,4944
10582,577,4944
10106,428,4944
10597,505,4944
10155,1605,4944
10515,1020,4944
10137,3650,4944
10224,4873,4944
10582,1777,4945
10147,846,4945
10106,2240,4945
10579,1746,4945
10204,1760,4945
10139,2204,4945
10106,5302,4945
10159,7585,4945
10568,2190,4945
10599,40,4946
10164,328,4946
10153,2831,4946
10150,2853,4946
10615,8453,4946
10515,5490,4946
10224,4317,4946
10224,5543,4946
10570,578,4947
10582,3157,4947
10222,86,4947
10580,1051,4947
10145,1655,4947
10136,2936,4947
10177,5740,4947
10137,5021,4947
13101,14289,4947
13109,10809,4947
10593,824,4947
10176,4675,4947
10181,56,4948
10150,1075,4948
10166,1026,4948
10510,1190,4948
10137,2283,4948
10129,1600,4948
10173,879,4948
10159,11440,4948
10136,40,4949
10176,236,4949
10158,257,4949
10188,573,4949
10106,896,4950
10615,1796,4950
10224,670,4950
10176,2386,4950
10132,3512,4950
10502,2051,4950
10224,4427,4950
10129,5135,4950
10141,15,4951
10150,706,4951
10178,400,4951
13101,8800,4951
92,43,4951
13106,10077,4951
10150,4535,4951
10150,4777,4951
10224,3520,4951
10176,4878,4951
10207,418,4952
13107,3638,4952
10543,1074,4952
10164,1517,4952
10176,2293,4952
10224,2534,4952
10132,6652,4952
10147,410,4953
13105,4289,4953
10615,1408,4953
10146,1520,4953
13105,5535,4953
10159,3710,4953
10222,1575,4953
13105,16172,4953
10615,8034,4953
10502,2068,4953
13101,295,4954
13101,1318,4954
10582,1212,4954
10134,548,4954
10106,1057,4954
10132,1367,4954
10150,3556,4954
13109,9868,4954
10502,2877,4954
10177,21847,4954
10150,516,4955
10164,641,4955
13109,2931,4955
13101,5634,4955
10162,2110,4955
10224,1428,4955
10150,4468,4955
10139,6587,4955
13103,886,4956
10135,1201,4956
10158,1908,4956
13109,7122,4956
10159,8373,4956
10515,5497,4956
10502,660,4957
10162,414,4957
10592,397,4957
10137,1309,4957
10153,2978,4957
10150,2742,4957
10129,2545,4957
10132,3255,4957
10154,368,4958
10580,226,4958
10158,1246,4958
10222,351,4958
10224,1422,4958
13101,14561,4958
10159,10204,4958
10159,11959,4958
10132,469,4959
10587,149,4959
13106,2293,4959
10146,1222,4959
10158,840,4959
10605,1389,4959
10146,2456,4959
13109,6841,4959
10132,3148,4959
10150,3704,4959
10176,3558,4959
10162,270,4960
10584,196,4960
10153,797,4960
10164,661,4960
13110,4550,4960
10190,1683,4960
10510,2718,4960
10145,2197,4960
10139,6931,4960
10136,351,4961
10118,946,4961
10605,1674,4961
13109,3943,4961
10158,1409,4961
10518,57,4961
10557,1487,4961
10153,2521,4961
13110,9034,4961
10139,3038,4961
10173,1264,4961
10224,1762,4961
10150,3037,4961
10224,2213,4961
10173,1934,4961
13109,9478,4961
10150,4129,4961
10222,1901,4961
10502,2471,4961
10515,6845,4961
10224,4972,4961
10222,2752,4961
10224,5749,4961
10178,423,4962
10153,2686,4962
10115,599,4963
10146,591,4963
10567,799,4963
10176,1791,4963
10146,2590,4963
10222,478,4963
10139,3446,4963
13101,14507,4963
13101,15403,4963
10224,5952,4963
10153,104,4964
10149,752,4964
10165,882,4964
10600,1023,4964
10137,1825,4964
10571,853,4964
10615,10698,4964
10178,443,4965
13103,5367,4965
10574,1332,4965
13101,8336,4965
10139,3942,4965
10597,162,4966
10135,947,4966
10190,864,4966
10150,1834,4966
10158,2443,4966
10612,2563,4966
10159,8482,4966
10224,3718,4966
10224,4474,4966
10176,5347,4966
10153,868,4967
10158,1450,4967
10190,1474,4967
10137,3238,4967
10153,3721,4967
10106,3922,4967
10139,7431,4967
10176,4941,4967
10132,422,4968
10579,1753,4968
10190,2194,4968
13101,13254,4968
10502,2093,4968
10615,11092,4968
10155,354,4969
10162,663,4969
10158,888,4969
10106,2698,4969
13108,7234,4969
10132,247,4970
13101,1768,4970
10139,845,4970
10571,292,4970
10159,2893,4970
10106,4343,4970
10160,3706,4970
10176,3040,4970
13101,1149,4971
10155,263,4971
10146,1094,4971
10594,1504,4971
13109,11217,4971
10224,2830,4971
10224,3117,4971
10502,2601,4971
10106,43,4972
10177,1607,4972
10181,729,4972
10125,3178,4972
10165,238,4973
10137,739,4973
10160,596,4973
10155,1029,4973
10150,1433,4973
10594,1455,4973
10224,532,4973
10132,2350,4973
10162,2216,4973
13101,10901,4973
10150,3878,4973
10147,261,4974
10162,388,4974
10165,777,4974
10158,1140,4974
10150,1812,4974
10177,20922,4974
10222,2763,4974
10580,230,4975
10118,1110,4975
13105,3407,4975
13101,5409,4975
10106,2293,4975
10222,219,4975
10158,1649,4975
13101,7476,4975
13101,12686,4975
13101,13793,4975
10150,4154,4975
10582,2174,4976
10139,1318,4976
10137,2090,4976
10132,1785,4976
10159,3426,4976
13106,7951,4976
10137,4482,4976
10224,4678,4976
10150,550,4977
13109,1844,4977
10132,973,4977
10158,1515,4977
10222,674,4977
13106,8815,4977
13108,8179,4977
10615,9427,4977
10502,2577,4977
10139,1893,4978
10158,1559,4978
10224,501,4978
10147,1463,4978
13109,6533,4978
10224,5299,4978
10133,689,4979
15101,785,4979
10153,897,4979
10132,1532,4979
10155,2183,4979
10158,1435,4979
13105,11015,4979
10106,4846,4979
10159,7826,4979
10136,249,4980
10158,235,4980
10569,671,4980
13107,2740,4980
13106,4014,4980
17102,1925,4980
10165,1358,4980
13101,7310,4980
10224,2072,4980
13108,8077,4980
10159,7324,4980
10159,7328,4980
10224,2920,4980
10159,12908,4980
13109,1516,4981
10584,775,4981
10582,2126,4981
10140,1395,4981
10140,1396,4981
10571,930,4981
10207,2883,4981
10146,3223,4981
10134,1438,4981
10150,4195,4981
10502,2928,4981
10568,63,4982
10155,1000,4982
13101,4691,4982
10190,919,4982
10132,3260,4982
10140,730,4983
10224,214,4983
10162,1383,4983
10224,778,4983
10132,3223,4983
10159,7011,4983
10139,4516,4983
10159,13800,4983
10594,9862,4983
10135,331,4984
17102,913,4984
10162,263,4984
10134,571,4984
10158,1094,4984
10155,2069,4984
10146,2470,4984
10146,3294,4984
10224,4872,4984
10158,15,4985
10150,622,4985
10150,1432,4985
10146,1488,4985
10224,1979,4985
13103,11696,4985
10129,139,4986
10139,801,4986
10155,1069,4986
10150,1705,4986
10164,1546,4986
10224,822,4986
13105,15167,4986
10159,13638,4986
10222,2978,4986
10594,54,4987
10176,1270,4987
10224,931,4987
13109,764,4988
10106,274,4988
10130,600,4988
10600,319,4988
10617,183,4988
10154,607,4988
10162,1171,4988
10176,1467,4988
10574,739,4988
10568,1734,4988
10150,5086,4988
552,766,4988
10224,5199,4988
13101,554,4989
10138,864,4989
10155,994,4989
10188,606,4989
10620,299,4989
10118,1861,4989
10146,1287,4989
10164,1567,4989
10224,857,4989
13101,8422,4989
10173,1613,4989
10132,3506,4989
10176,4375,4989
10125,3470,4989
10205,429,4990
13101,1341,4990
10146,1091,4990
10580,839,4990
10132,1822,4990
13109,4614,4990
10159,3655,4990
10173,644,4990
10146,1157,4991
10146,2979,4991
10150,3790,4991
13101,14756,4991
10173,3624,4991
10159,12711,4991
10129,32,4992
10575,304,4992
10134,253,4992
10118,849,4992
10137,1453,4992
10138,1244,4992
10139,2117,4992
10162,2305,4992
10150,4183,4992
13107,141,4993
10125,378,4993
10142,897,4993
10593,348,4993
10222,1265,4993
10129,3675,4993
10159,10395,4993
10224,4773,4993
10600,408,4994
10130,1028,4994
10176,1507,4994
10139,2283,4994
10132,3311,4994
10129,2775,4994
13105,1481,4995
10148,654,4995
10162,1119,4995
10125,864,4995
13108,8529,4995
552,754,4995
13101,1573,4996
10139,674,4996
10132,1427,4996
10571,928,4996
10159,2864,4996
10137,2829,4996
10134,1240,4996
13103,8153,4996
10176,2409,4996
10173,1335,4996
13103,13999,4996
10176,3836,4996
13108,1120,4997
