Device,Trip,dTime
13105,12887,373
10150,3637,373
13109,9799,373
10159,8379,373
10159,8954,373
10177,9522,373
10224,3644,373
10159,12436,373
13000,1125,374
10140,94,374
15501,602,374
10146,775,374
13110,3516,374
10573,644,374
10138,3063,374
13101,10772,374
10106,5594,374
10173,2285,374
13105,15295,374
13107,12596,374
10190,3626,374
10502,2930,374
10136,381,375
10575,784,375
17102,1904,375
10620,329,375
10106,4382,375
10177,22026,375
13101,2029,376
13110,2693,376
13110,3051,376
10177,1350,376
10136,1250,376
10137,1809,376
10605,1363,376
10142,927,376
10133,1281,376
10136,1667,376
10571,2110,376
13110,14445,376
10132,4579,376
10224,2709,376
10177,18263,376
10177,19891,376
10205,411,377
17101,1397,377
10204,1347,377
10161,704,377
10190,633,377
10605,971,377
10596,983,377
17101,1954,377
10605,1699,377
10224,250,377
10147,1273,377
10158,2028,377
13101,8827,377
13101,12478,377
13108,11098,377
10177,9727,377
17102,389,378
10131,616,378
10605,135,378
13109,1788,378
10137,1014,378
10135,994,378
10150,1480,378
10138,1873,378
10162,1532,378
10616,390,378
13108,5324,378
10222,704,378
13105,13040,378
10159,7709,378
10615,9131,378
10132,7559,378
10148,6,379
10137,987,379
13101,3080,379
17102,1680,379
10575,1437,379
10582,2972,379
13101,8198,379
10106,4298,379
10139,4437,379
10176,3031,379
10502,2341,379
10502,2868,379
15101,296,380
10118,642,380
17101,1118,380
10605,72,380
10596,332,380
13109,1894,380
10150,798,380
10147,598,380
10204,1756,380
10580,1615,380
10173,2409,380
10173,2865,380
10190,3381,380
10150,4497,380
10177,17306,380
10176,4202,380
10596,146,381
10150,1130,381
13101,4010,381
10515,870,381
13101,5298,381
10605,1541,381
13103,5942,381
10620,823,381
13105,6615,381
10190,1913,381
10125,1554,381
10150,2821,381
10612,1895,381
10204,3156,381
10224,4694,381
10515,248,382
10207,1282,382
13110,3227,382
13109,2451,382
10136,1767,382
13105,6580,382
10605,3174,382
10176,2056,382
10595,2340,382
10176,2645,382
13105,12401,382
10173,2072,382
10150,3924,382
10177,7899,382
10173,3516,382
10515,5448,382
10177,17609,382
10132,6365,382
10594,9339,382
17103,201,383
13107,1469,383
10595,388,383
10148,1651,383
10139,1915,383
10612,1282,383
10139,2682,383
10612,2192,383
10224,2376,383
10615,9551,383
552,815,383
10132,623,384
13105,2387,384
10118,1094,384
10150,1567,384
10153,1483,384
10605,1317,384
10153,1633,384
10156,1268,384
13107,8531,384
10173,2629,384
10594,3879,384
10159,13581,384
10118,10,385
10150,598,385
10147,486,385
10146,1088,385
10134,823,385
10177,2309,385
10163,1129,385
10158,1833,385
10146,2661,385
10176,2407,385
10616,744,385
13109,6426,385
10159,11108,385
10224,3903,385
10594,8907,385
17102,1377,386
10204,1379,386
17101,1517,386
10599,327,386
10145,609,386
10615,1165,386
10136,3386,386
10159,8022,386
10594,3760,386
10502,2336,386
10149,517,387
10160,1077,387
10611,943,387
10155,2037,387
10569,1883,387
10106,5307,387
10159,7610,387
10190,3414,387
13101,14873,387
13105,16372,387
10594,6917,387
10132,6559,387
10159,14447,387
13103,155,388
10569,241,388
10161,413,388
10204,1337,388
10161,1161,388
13107,7393,388
10134,1524,388
13105,13213,388
10159,13222,388
10115,215,389
10204,710,389
17101,1109,389
10133,624,389
10605,485,389
10605,970,389
10164,802,389
17102,1898,389
10146,1255,389
10138,1457,389
10147,933,389
10155,2212,389
10139,2691,389
13108,9088,389
10173,2613,389
10615,9553,389
10132,6931,389
10224,4846,389
10177,21559,389
10176,5713,389
17103,268,390
10569,595,390
10137,1052,390
10161,1049,390
10582,2202,390
10582,2373,390
10140,1186,390
10190,1070,390
10161,1397,390
10620,621,390
10587,1080,390
10147,1048,390
10190,1351,390
10146,2474,390
10161,2336,390
13108,5506,390
10164,2095,390
10106,4216,390
10224,2414,390
10620,3106,390
10173,2512,390
10176,5617,390
10205,217,391
10162,288,391
10597,553,391
13103,5518,391
10222,118,391
13105,7076,391
13103,8617,391
13103,9236,391
10106,3668,391
10605,4906,391
13105,12819,391
10173,2863,391
10224,4562,391
10594,8262,391
13101,203,392
10106,74,392
10153,443,392
13105,3055,392
10106,1578,392
10154,897,392
10190,1419,392
10136,2149,392
10150,5138,392
10132,6797,392
10177,21965,392
10582,228,393
10129,513,393
10139,861,393
10579,966,393
10204,1501,393
10136,1904,393
10134,1399,393
13107,8622,393
13101,13205,393
10150,4675,393
10106,152,394
10605,659,394
10205,1649,394
13107,3777,394
10106,1534,394
10138,2402,394
10136,2215,394
10557,1779,394
13101,9144,394
10612,2542,394
10159,8133,394
13101,393,395
10575,721,395
10140,1209,395
10595,1462,395
10611,1574,395
17103,1662,395
13109,9885,395
10159,8391,395
10173,3543,395
10177,17264,395
10177,18044,395
10616,2314,395
13106,1211,396
17103,1246,396
13106,3877,396
10146,1435,396
10147,1432,396
10190,1929,396
13107,8239,396
13108,8296,396
13105,13373,396
10173,2059,396
10159,8912,396
10177,20397,396
10133,939,397
10164,768,397
10106,2095,397
10190,1500,397
13108,5922,397
13108,7225,397
10106,4224,397
10173,3718,397
10502,2929,397
10502,3103,397
10177,21776,397
10176,5655,397
10204,512,398
10148,200,398
17103,1243,398
10136,1793,398
13110,13472,398
10580,3500,398
10502,415,399
13109,590,399
10161,12,399
10136,569,399
17101,1335,399
10140,941,399
10125,1305,399
10137,4952,399
10190,3424,399
10615,29,400
13103,2999,400
13101,3408,400
13110,3699,400
10140,942,400
10146,1018,400
10147,920,400
13106,6839,400
10620,2129,400
10616,1190,400
13101,11621,400
10204,1913,400
10612,2964,400
10173,2709,400
10173,3210,400
10176,4839,400
10106,566,401
13110,3233,401
17102,1687,401
10181,329,401
13103,4969,401
10605,1507,401
13109,3999,401
13109,4426,401
10138,3061,401
10177,17623,401
10207,695,402
10165,53,402
10153,376,402
10150,1031,402
10138,2614,402
13109,7174,402
13108,7785,402
13101,14043,402
10615,9165,402
10150,5292,402
10224,4156,402
10177,17190,402
10515,6638,402
10594,9486,402
10222,616,403
10162,2230,403
10136,2681,403
10129,2116,403
10190,2568,403
10190,3040,403
13110,13131,403
13101,13829,403
10173,3148,403
10204,863,404
10137,408,404
13107,2052,404
10118,1315,404
10605,895,404
13109,2903,404
13110,5377,404
13110,5954,404
10138,2190,404
10106,3510,404
10177,5030,404
10612,2077,404
10106,4777,404
10615,9372,404
10139,7175,404
10594,8964,404
10132,7210,404
10177,21035,404
10204,44,405
17103,73,405
10138,420,405
10140,392,405
17101,1165,405
10161,357,405
10599,183,405
10610,313,405
13109,3590,405
10620,598,405
10137,2241,405
13109,3970,405
10162,1325,405
10190,1818,405
13101,9454,405
10159,6032,405
10176,3279,405
10177,18247,405
10176,4331,405
10176,5950,405
13109,1065,406
13106,1675,406
10618,13,406
10118,1712,406
10137,1667,406
10150,1631,406
13105,7739,406
10605,3605,406
10158,2317,406
10173,1467,406
13110,11916,406
10106,5217,406
13101,13403,406
10150,3636,406
10177,9740,406
10132,7339,406
13109,27,407
13109,1425,407
10570,677,407
17101,1624,407
13107,3251,407
10142,779,407
10165,1372,407
10611,984,407
10605,2723,407
10147,1379,407
10139,3411,407
10150,3916,407
10190,3539,407
10173,3610,407
13105,16313,407
10129,4195,407
10615,9511,407
10150,5326,407
10159,12265,407
10132,6484,407
10139,14,408
10137,184,408
10147,14,408
10582,628,408
10605,273,408
17103,1059,408
17102,1495,408
10585,346,408
10569,1082,408
17101,1832,408
13109,3051,408
10136,1430,408
10569,1823,408
13105,6523,408
10190,1521,408
10190,1927,408
13107,8005,408
10106,5110,408
13101,13040,408
10222,1453,408
10150,3959,408
13101,15553,408
10224,3666,408
17102,326,409
13108,2855,409
10137,1985,409
13110,6245,409
13110,11004,409
13105,13463,409
10222,1422,409
13110,14659,409
10176,6020,409
10115,135,410
10118,142,410
10155,371,410
13110,2047,410
10146,468,410
10153,1160,410
10137,2038,410
10190,1179,410
10177,3448,410
10147,1384,410
10139,3167,410
10224,1801,410
10616,1150,410
13105,12800,410
13107,10427,410
10139,4167,410
10173,2508,410
10173,3199,410
13101,16182,410
10150,4466,410
10515,6783,410
10005,55,411
10205,467,411
10176,49,411
10137,506,411
10132,650,411
17102,1522,411
17101,1556,411
10164,970,411
10158,1901,411
10173,530,411
10574,1642,411
10177,9781,411
10129,4089,411
10176,5763,411
13107,80,412
13103,2228,412
13103,2940,412
13107,2364,412
10190,568,412
10620,814,412
10207,2743,412
10125,1264,412
10159,4125,412
13109,9100,412
10132,6704,412
10176,5882,412
13110,813,413
10118,1140,413
10136,1042,413
10159,1501,413
10155,1311,413
10153,1412,413
10147,866,413
10106,3064,413
10176,2219,413
10224,1206,413
13110,14604,413
10224,3280,413
10132,7573,413
10176,5666,413
10129,5602,413
10161,409,414
10155,1067,414
10136,1422,414
10125,996,414
10154,1364,414
13109,5554,414
10173,2007,414
13101,13772,414
13109,10227,414
10205,317,415
17103,450,415
13110,1883,415
10205,1695,415
13105,6572,415
13108,5144,415
10587,2573,415
13109,7138,415
13105,11566,415
10190,2892,415
10557,3000,415
10595,3649,415
13108,9241,415
10177,17617,415
10132,6998,415
17103,14,416
10115,166,416
10150,157,416
10165,1373,416
17102,1976,416
13101,8525,416
10605,4011,416
10177,5664,416
10515,5798,416
10129,5371,416
17102,460,417
10140,352,417
10575,723,417
10159,1403,417
10164,964,417
10146,2084,417
10150,3651,417
10177,8838,417
13101,16197,417
552,623,417
10177,20880,417
17102,78,418
13109,4147,418
10106,2683,418
10147,1270,418
10139,4673,418
10173,3445,418
10177,18956,418
10502,3271,418
13107,232,419
10134,373,419
10605,871,419
10615,1274,419
10587,1072,419
10190,1694,419
10224,3543,419
10593,632,419
10176,5568,419
13101,1998,420
17101,1206,420
13101,5026,420
10106,2186,420
10125,1748,420
10106,4193,420
10150,5350,420
10139,7094,420
10116,322,421
13101,1749,421
10586,76,421
10584,432,421
10605,509,421
10121,1033,421
13103,3755,421
13107,3408,421
10147,1231,421
10160,3003,421
13101,13461,421
10177,19387,421
10177,21774,421
13107,1485,422
10600,1075,422
10571,2298,422
10224,2196,422
10139,4499,422
13101,15013,422
13109,11990,422
10139,5040,422
10224,3411,422
10159,12299,422
10129,5375,422
10176,6127,422
13106,2202,423
13101,5518,423
10129,1218,423
10190,1330,423
10605,3331,423
10173,2417,423
10176,5246,423
10135,112,424
13107,1536,424
13109,1576,424
10153,644,424
10575,906,424
13107,3200,424
10181,619,424
13107,4189,424
10173,382,424
10224,1264,424
10612,2295,424
10190,3175,424
13110,14446,424
10502,2077,424
10615,8982,424
10176,4484,424
13103,143,425
10176,190,425
10502,1055,425
10605,627,425
10150,1096,425
10161,1038,425
13109,3366,425
10106,1679,425
10136,3353,425
10177,17170,425
10120,954,426
10597,570,426
10164,639,426
10159,1425,426
10557,669,426
10222,935,426
10106,4510,426
10224,2229,426
10190,3228,426
10173,2773,426
10149,159,427
10161,328,427
10181,949,427
10605,2442,427
10139,3144,427
10620,2339,427
10176,2858,427
10224,3064,427
10615,8809,427
10177,17593,427
10177,19427,427
17102,54,428
17102,313,428
10140,30,428
10125,418,428
10136,802,428
10568,367,428
13109,2507,428
10207,1727,428
10166,1420,428
10173,1122,428
10173,1133,428
13108,6328,428
10177,8738,428
10204,3308,428
10502,2235,428
10594,6050,428
10594,8887,428
17103,838,429
10132,1450,429
10137,2660,429
10176,2416,429
10136,3027,429
10150,3901,429
10204,484,430
17102,435,430
13101,2323,430
10136,648,430
13106,2852,430
10615,1770,430
10224,389,430
10140,1745,430
10224,1474,430
10612,1882,430
13103,9964,430
13109,7587,430
10150,3378,430
13105,12750,430
10150,3392,430
13110,13284,430
10615,7849,430
10594,5828,430
10115,493,431
10135,429,431
10148,1084,431
10161,1203,431
13110,4643,431
10190,1152,431
10605,2467,431
13107,8729,431
10616,1226,431
10190,3032,431
10132,6199,431
10129,4533,431
10176,4406,431
10148,13,432
10159,12,432
10152,55,432
10190,357,432
10147,491,432
10605,1376,432
10224,623,432
10620,2201,432
13101,13677,432
10615,7812,432
10136,662,433
10543,90,433
10139,756,433
17103,1476,433
10615,1325,433
10106,1942,433
10173,2160,433
13108,10212,433
10190,3672,433
10204,3307,433
10224,3412,433
17102,1043,434
10120,822,434
13110,4241,434
10132,1756,434
10132,1798,434
13103,7989,434
10164,2193,434
10106,3334,434
13106,8680,434
10106,4911,434
10137,5681,434
13109,11581,434
10177,17118,434
10224,5867,434
13110,601,435
10151,13,435
13101,2602,435
10118,1138,435
13107,3694,435
10164,1677,435
10147,1248,435
10173,2013,435
10173,2611,435
10173,3325,435
10594,6913,435
10594,8248,435
10178,65,436
10137,1246,436
10615,369,436
10147,465,436
17103,1482,436
10190,1069,436
10162,1619,436
10146,2721,436
10173,2325,436
10173,2764,436
10150,4306,436
10502,78,437
10205,835,437
10133,690,437
10140,1414,437
10147,1093,437
10142,1316,437
10574,1211,437
10571,1681,437
10159,4541,437
10605,3858,437
10224,1763,437
10159,14150,437
13103,2037,438
10150,644,438
10205,1486,438
13109,3098,438
13107,4228,438
13105,6327,438
13105,15286,438
10173,3110,438
10125,2675,438
10176,6066,438
17101,1183,439
10152,259,439
13101,5628,439
10568,1132,439
10173,3656,439
10150,4366,439
10150,4570,439
551,750,439
10132,6980,439
10204,282,440
17102,79,440
10115,627,440
10580,86,440
13101,2183,440
13107,3801,440
10146,2314,440
10159,5230,440
10106,5262,440
13110,13391,440
10173,3760,440
10150,4674,440
10224,3652,440
10125,3092,440
15101,14,441
13101,2682,441
10164,612,441
13105,3409,441
10147,1327,441
10137,3565,441
13101,12938,441
10173,2310,441
10139,6896,441
10177,21553,441
10125,28,442
13109,603,442
10147,29,442
10135,520,442
17103,1064,442
10205,1648,442
10595,1982,442
13101,12894,442
13110,13719,442
10125,2608,442
10224,3151,442
10615,8641,442
10224,3547,442
10616,2052,442
13000,69,443
13101,1572,443
10204,1054,443
13101,3158,443
13109,2138,443
10150,1327,443
10150,1498,443
10133,1556,443
10224,339,443
17103,1573,443
10153,3183,443
10173,1401,443
10150,3211,443
13108,8061,443
13101,14363,443
10224,3490,443
10224,3675,443
10177,19373,443
10224,5279,443
10224,5414,443
10176,25,444
10177,119,444
10137,1605,444
15101,926,444
10190,1180,444
13110,5336,444
10153,2537,444
10190,1522,444
10605,3611,444
10164,2309,444
10139,3287,444
13101,12857,444
13105,17039,444
10177,10388,444
10176,4033,444
10148,83,445
13103,4305,445
10543,987,445
10137,1717,445
13108,5452,445
10190,2368,445
10595,3141,445
13105,11567,445
13105,12847,445
13101,14025,445
10224,3492,445
10177,19165,445
17101,843,446
10148,497,446
10136,850,446
10130,767,446
17101,1813,446
10605,1436,446
10164,1115,446
10164,1128,446
13108,5852,446
10190,2316,446
10106,4153,446
10150,3571,446
13105,16492,446
10139,7102,446
10205,337,447
13109,525,447
13107,814,447
10190,79,447
10190,119,447
10178,508,447
10165,958,447
10587,2632,447
13105,10824,447
10137,4228,447
10129,2423,447
10616,1356,447
10173,2423,447
13101,14259,447
10224,3615,447
10106,989,448
13101,5366,448
13109,4805,448
10176,1815,448
13105,6421,448
13105,6456,448
10132,2192,448
10605,4901,448
10605,5939,448
10515,3917,448
10190,3269,448
13101,15671,448
10176,3114,448
10139,7477,448
10115,229,449
10132,15,449
13110,845,449
10204,1096,449
10190,84,449
13109,1843,449
10150,800,449
15901,536,449
10147,460,449
10166,727,449
13107,3560,449
10118,2112,449
10150,2832,449
10176,2759,449
13109,11678,449
10615,7902,449
10224,3870,449
13109,1109,450
13109,1271,450
10135,1067,450
10165,939,450
10136,2239,450
10106,3347,450
10594,6809,450
13107,114,451
17103,236,451
13110,911,451
17103,688,451
10139,460,451
13107,1698,451
13108,1678,451
10224,703,451
10176,2104,451
13108,5492,451
10134,1456,451
10190,2274,451
10204,1888,451
13101,13178,451
13109,9862,451
13110,14451,451
10159,11551,451
10177,21642,451
10121,243,452
10166,47,452
10605,776,452
10147,728,452
10116,1606,452
13108,9320,452
10150,5544,452
10164,36,453
13101,2452,453
13110,2239,453
13109,1772,453
13109,3095,453
13110,4635,453
10150,1794,453
10611,2477,453
10190,2007,453
10616,1121,453
10173,3215,453
10570,6340,453
10177,19977,453
15101,416,454
10132,521,454
10147,252,454
10597,191,454
13107,2293,454
13105,3050,454
10181,316,454
10543,837,454
10188,726,454
10118,1923,454
13109,3377,454
10615,8118,454
10502,3099,454
10594,8986,454
10177,20006,454
10176,5532,454
17102,187,455
10121,685,455
10205,1330,455
10204,1500,455
10575,1611,455
13107,3948,455
10135,1644,455
13109,8895,455
10190,3227,455
10224,3489,455
10132,6041,455
10594,9145,455
10176,5124,455
10204,88,456
13105,1231,456
10204,1367,456
13109,2181,456
13109,3020,456
10153,1887,456
10140,1411,456
10164,1418,456
10132,1751,456
10224,584,456
10153,2899,456
13101,9680,456
13105,10063,456
13105,12286,456
10502,1981,456
10177,18021,456
10177,20116,456
10130,18,457
13105,1924,457
10190,523,457
13103,4983,457
10164,2200,457
10620,1746,457
10173,3451,457
10159,10454,457
13107,59,458
17102,1172,458
10134,563,458
13106,5231,458
10616,679,458
13101,9628,458
10106,4788,458
10132,6395,458
10224,5906,458
13101,640,459
17103,1010,459
10605,207,459
13107,2132,459
10136,998,459
10147,601,459
10173,564,459
10147,1368,459
13101,13134,459
10224,3823,459
13110,2004,460
13109,2945,460
10158,709,460
10160,1013,460
10207,1688,460
10580,1115,460
17101,2116,460
10190,1794,460
10605,3457,460
10154,1683,460
13101,8376,460
13103,8032,460
10146,3091,460
13107,7168,460
13101,10234,460
10132,6906,460
10204,1101,461
10155,441,461
10125,453,461
10190,567,461
13110,4037,461
10224,232,461
10139,2135,461
13110,7073,461
10159,3770,461
10132,2191,461
10150,2805,461
10139,4727,461
10615,8202,461
10129,5550,461
10150,159,462
10153,1795,462
10155,1962,462
10162,1454,462
10204,1686,462
10106,4320,462
13108,8747,462
13110,13617,462
10615,9266,462
10116,568,463
10125,348,463
10510,636,463
10147,468,463
10120,1404,463
10207,1689,463
10125,1907,463
13101,13828,463
10515,4100,463
10594,4628,463
10177,18489,463
10125,3237,463
10224,5162,463
13103,860,464
10586,101,464
13109,1958,464
10620,204,464
10158,721,464
10148,1570,464
10604,1077,464
13107,7621,464
13101,13647,464
13105,14457,464
10132,348,465
13107,1812,465
17103,1339,465
10164,1091,465
10567,566,465
13109,4453,465
13105,7073,465
10190,1769,465
13108,5845,465
10605,4103,465
10177,9192,465
13110,14989,465
10177,18570,465
10176,5599,465
10141,297,466
10106,774,466
10137,1527,466
10177,2176,466
10142,940,466
10605,2540,466
13107,6473,466
13105,10348,466
10616,1404,466
10224,3495,466
10224,3598,466
10121,682,467
10136,540,467
10136,605,467
10204,1322,467
13107,2040,467
17101,1410,467
17101,1418,467
13110,3925,467
10190,1181,467
10148,2488,467
10129,2062,467
10616,1020,467
10106,5074,467
10190,3088,467
13109,9770,467
10150,5552,467
10150,5745,467
10615,10805,467
10004,129,468
10118,501,468
10146,351,468
13103,2496,468
10615,449,468
13107,3139,468
13103,4823,468
10147,1064,468
10605,2565,468
10148,1904,468
13106,9574,468
10568,2157,468
10150,5446,468
10132,6875,468
10594,10016,468
10176,5581,468
13101,1300,469
10155,454,469
13106,2438,469
10147,342,469
10121,1282,469
13110,6590,469
10159,10326,469
10159,10815,469
10204,25,470
10190,80,470
10600,82,470
10205,1488,470
13110,3053,470
10137,1489,470
10582,2541,470
13107,3954,470
10132,1943,470
10190,1706,470
10153,2960,470
10150,2770,470
10106,4974,470
10150,3888,470
10594,7582,470
10159,13354,470
10224,5367,470
10129,5071,470
13101,564,471
13110,916,471
10190,400,471
10137,1385,471
10125,713,471
10164,1295,471
10125,2640,471
10515,5182,471
10515,6540,471
10176,4494,471
10574,2907,471
13000,36,472
13103,531,472
13103,844,472
10121,548,472
10161,1975,472
10190,2327,472
10181,1855,472
13110,11561,472
10181,2183,472
10173,2543,472
10605,6890,472
10176,5627,472
17103,110,473
13109,317,473
13106,2292,473
10138,725,473
10118,1035,473
10118,1139,473
10106,1510,473
10177,2321,473
13108,5049,473
10129,1632,473
10106,4642,473
10150,3917,473
10177,17670,473
10176,4186,473
13107,2814,474
10620,718,474
13103,7333,474
13110,7377,474
13109,9746,474
10224,2563,474
10502,1973,474
10594,4334,474
10132,5965,474
10502,3162,474
10155,1068,475
13103,6785,475
10190,2530,475
10106,4762,475
10616,1502,475
13110,13327,475
10190,3385,475
10224,3485,475
10139,6876,475
10176,5765,475
10136,784,476
10146,941,476
10190,1120,476
10173,106,476
13107,6472,476
10106,3618,476
10605,6862,476
10190,3410,476
10615,8341,476
10515,5658,476
10115,609,477
10612,622,477
10147,1288,477
10181,1348,477
10580,1730,477
10190,2006,477
10616,1094,477
10129,2710,477
10615,10998,477
10224,5545,477
10204,787,478
10141,174,478
10597,81,478
13101,2972,478
10149,646,478
10133,771,478
10150,1732,478
13110,5648,478
13103,7014,478
13110,6879,478
10173,1076,478
10159,8850,478
10224,3707,478
10132,6555,478
10205,483,479
10116,1605,479
10153,1568,479
10146,2420,479
10147,1341,479
13110,8780,479
13105,12597,479
13108,9577,479
10132,4434,479
10176,4425,479
10594,10056,479
10129,5627,479
10147,204,480
15101,693,480
10204,1444,480
10136,2199,480
10139,2681,480
10159,5830,480
13106,10495,480
13110,13087,480
10159,8493,480
10594,4252,480
10129,4423,480
10568,337,481
10575,1522,481
10118,1850,481
13101,9335,481
10571,2161,481
10204,1891,481
10173,3202,481
10150,5079,481
10594,12,482
10147,210,482
501,52,482
10150,1592,482
10147,981,482
10137,2624,482
10137,4083,482
10106,4424,482
13101,12780,482
10190,3121,482
13101,14790,482
10159,9005,482
10177,18204,482
10177,21690,482
17102,314,483
17102,512,483
13107,1382,483
10139,733,483
13101,3219,483
10147,437,483
10150,1311,483
10190,1659,483
13101,13243,483
10176,4390,483
10594,9316,483
13101,2145,484
17103,963,484
13110,3231,484
15101,897,484
10570,1416,484
10148,2252,484
10139,2926,484
13103,9803,484
10594,7681,484
10132,6371,484
10177,18531,484
15101,129,485
10118,411,485
10133,321,485
10137,568,485
13103,3162,485
10165,797,485
10159,1692,485
10177,1738,485
10138,1525,485
10118,1955,485
10150,2017,485
10132,1978,485
10190,1958,485
13101,10644,485
13105,12921,485
10224,3593,485
10594,7151,485
10115,427,486
10165,549,486
13108,2317,486
10129,1065,486
10136,1641,486
10146,2972,486
10129,1891,486
13101,11739,486
10106,4820,486
13105,13067,486
10159,10494,486
10515,6544,486
10125,3334,486
10222,2987,486
10118,71,487
10162,105,487
17102,1444,487
13101,3046,487
10224,542,487
10138,3060,487
10158,2564,487
10188,23,488
10132,1021,488
13109,4015,488
10158,2301,488
10106,5124,488
10173,2081,488
10177,7261,488
10173,2333,488
13108,10758,488
10139,4850,488
10502,2993,488
10177,21428,488
10222,3153,488
10147,423,489
10118,1626,489
10161,1135,489
10133,1256,489
13110,5280,489
10616,1068,489
10106,4462,489
10159,8547,489
10132,6616,489
10515,6804,489
17103,156,490
13101,837,490
13109,1578,490
13103,3252,490
10130,839,490
10153,1028,490
10161,1149,490
10166,932,490
13105,6425,490
10605,4964,490
10557,3090,490
10150,3931,490
13105,16748,490
10224,3481,490
10132,6120,490
10224,5355,490
10176,5695,490
10205,50,491
10146,1437,491
10133,1768,491
10616,289,491
10190,1832,491
10222,667,491
10190,2104,491
13105,13255,491
10616,1837,491
10224,4883,491
10136,82,492
17102,638,492
10572,13,492
10118,1152,492
10595,674,492
10593,125,492
10134,1076,492
10147,1220,492
10176,2082,492
10502,1871,492
13101,9470,492
13101,9889,492
10106,3635,492
10515,2822,492
10150,4806,492
10594,4472,492
10176,5285,492
10147,215,493
10155,647,493
13109,2269,493
13101,4927,493
10138,1621,493
10178,1473,493
10138,2520,493
10207,3376,493
13105,10792,493
10129,2458,493
13101,12673,493
10611,4110,493
10173,2505,493
10129,4629,493
10176,4461,493
10176,5975,493
17101,408,494
10136,61,494
10115,394,494
13101,2575,494
13105,3204,494
10118,1475,494
17101,1716,494
10205,1641,494
13101,5016,494
10605,1449,494
10132,1797,494
13109,4525,494
10136,2236,494
10190,1780,494
13109,6282,494
10177,5547,494
13105,11325,494
13101,13719,494
10224,2566,494
10615,10940,494
10152,741,495
13107,4755,495
10136,1552,495
10106,2484,495
10612,1257,495
13107,7574,495
10190,3370,495
13101,136,496
10153,799,496
13107,3307,496
10147,652,496
10164,1558,496
10153,2264,496
10616,678,496
10173,2987,496
10594,3060,496
10159,11116,496
10177,19367,496
10502,79,497
10204,975,497
10178,251,497
15501,677,497
10147,970,497
10224,815,497
13107,7965,497
10190,3415,497
10125,2676,497
10150,5615,497
10204,72,498
15101,49,498
17103,92,498
17101,1939,498
10584,1074,498
10190,2011,498
10173,3713,498
10176,5572,498
17102,451,499
17102,956,499
13107,1318,499
13106,2296,499
10150,582,499
17101,1403,499
10125,687,499
10604,1084,499
17103,1586,499
13103,7353,499
13107,7294,499
13101,10027,499
10136,3250,499
13109,9659,499
10173,2636,499
10177,17475,499
10204,336,500
10135,140,500
10204,856,500
10188,657,500
10122,872,500
10190,2027,500
10222,1300,500
13107,10365,500
10159,7988,500
10173,2952,500
502,915,500
10132,7473,500
10165,112,501
10147,275,501
13101,2944,501
13109,2505,501
13107,2808,501
10147,521,501
17103,1524,501
10173,1938,501
10137,5379,501
13110,14012,501
10137,5886,501
10159,12250,501
10177,19022,501
10161,76,502
13109,1794,502
10176,443,502
10620,205,502
10605,1453,502
10205,1770,502
10190,2492,502
13101,11284,502
10173,2473,502
10150,3915,502
10132,3932,502
13108,10860,502
10593,620,502
10224,3558,502
17103,242,503
10147,311,503
13103,4321,503
10190,862,503
10137,1867,503
10150,1776,503
13103,5464,503
13101,5406,503
10136,1451,503
10137,3053,503
10147,1319,503
10164,2232,503
13109,6115,503
13105,11123,503
10159,8951,503
17103,67,504
10140,123,504
13101,1865,504
10121,620,504
13101,2791,504
17103,1287,504
10153,1519,504
13107,4116,504
13109,3730,504
10164,1260,504
10615,1637,504
10155,1963,504
10166,1298,504
10136,2288,504
10147,1392,504
10224,1968,504
10159,8100,504
10173,3026,504
13109,12393,504
10139,6581,504
10132,6672,504
10177,18829,504
13103,1728,505
10132,490,505
13103,3054,505
10205,1576,505
10146,677,505
13110,5179,505
10134,1501,505
10137,3706,505
13101,10536,505
10612,2088,505
13105,12326,505
10224,2498,505
13110,12905,505
10159,9031,505
10129,3796,505
10139,6656,505
10502,2810,505
10150,5680,505
10204,332,506
10115,307,506
10136,34,506
10139,328,506
10118,807,506
10582,765,506
10136,829,506
10582,3127,506
13105,6333,506
10612,1499,506
13109,6591,506
10594,2698,506
13101,13837,506
10150,3994,506
10159,8177,506
13101,15345,506
10176,3330,506
10204,3306,506
10224,3704,506
10594,7636,506
10224,5060,506
10594,9386,506
10147,84,507
10135,1345,507
13109,3561,507
10146,2475,507
10147,1250,507
10164,2370,507
10106,3673,507
10615,7620,507
10594,9943,507
10121,538,508
10586,203,508
10155,1380,508
10571,426,508
10136,1492,508
10595,1458,508
10173,1864,508
10594,8931,508
10176,5140,508
13107,4192,509
10132,1773,509
10164,1543,509
10146,2317,509
13110,6516,509
10177,3653,509
10160,2380,509
13103,9894,509
10159,7393,509
10173,2633,509
10190,3651,509
10502,2444,509
10224,5452,509
15101,131,510
10205,571,510
13101,1029,510
17102,957,510
10597,201,510
13101,3039,510
10190,455,510
10224,360,510
13101,9092,510
10616,1088,510
10173,2272,510
10190,3742,510
10224,2931,510
10139,6701,510
10224,5703,510
10165,342,511
13109,1725,511
10137,1091,511
10147,411,511
17103,1278,511
10620,68,511
13107,3151,511
10154,1039,511
10204,1757,511
10139,2623,511
13107,7319,511
10129,4582,511
10007,17,512
10165,103,512
10178,110,512
13110,2157,512
10615,366,512
10135,1172,512
10162,727,512
10190,1962,512
10147,1511,512
13109,6706,512
13103,10194,512
13101,12736,512
